Language,Index,Word
ca,3,cul
ca,4,ass-fucker
ca,5,asss
ca,6,asshole
ca,7,assholes
ca,8,bolera
ca,9,boles
ca,10,bastardo
ca,11,bellend
ca,12,bestial
ca,13,bestialitat
ca,14,puta
ca,15,femelles
ca,16,picant
ca,17,sagnant
ca,18,mamada
ca,19,bollok
ca,20,boob
ca,21,pits
ca,22,buceta
ca,23,bum
ca,24,culata
ca,25,catifa muncher
ca,26,picar
ca,27,cipa
ca,28,clitoris
ca,29,polla
ca,30,galletejador
ca,31,gallines
ca,32,coon
ca,33,merda
ca,34,cum
ca,35,correguda
ca,36,cunillingus
ca,37,boig
ca,38,maleït
ca,39,consolador
ca,40,consoladors
ca,41,dink
ca,42,canalla
ca,43,duche
ca,44,dique
ca,45,ejaculació
ca,46,ejaculat
ca,47,ejacula
ca,48,ejaculant
ca,49,fag
ca,50,fagging
ca,51,fagot
ca,52,fagots
ca,53,fanny
ca,54,felching
ca,55,fel.lació
ca,56,brida
ca,57,follar
ca,58,follat
ca,59,escuradents
ca,60,follant
ca,61,folles
ca,62,fucks
ca,63,empacadora de llaminadures
ca,64,déu maldit
ca,65,deu meu
ca,66,infern
ca,67,hore
ca,68,córrer
ca,69,retrocés
ca,70,kock
ca,71,llavis
ca,72,lujuria
ca,73,lució
ca,74,masoquista
ca,75,masturbarse
ca,76,puta mare
ca,77,nazi
ca,78,nigger
ca,79,negres
ca,80,orgasim
ca,81,orgasme
ca,82,orgasmes
ca,83,pecker
ca,84,penis
ca,85,piss
ca,86,mossegat
ca,87,pisser
ca,88,pisses
ca,89,pissing
ca,90,treure de polleguera
ca,91,caca
ca,92,porno
ca,93,pornografia
ca,94,picades
ca,95,pube
ca,96,coques
ca,97,gatet
ca,98,violació
ca,99,violador
ca,100,recte
ca,101,retard
ca,102,rimming
ca,103,sàdic
ca,104,cargolar
ca,105,escrot
ca,106,semen
ca,107,sexe
ca,108,shag
ca,109,borratxos
ca,110,transsexual
ca,111,mossegar
ca,112,shitted
ca,113,skank
ca,114,smegma
ca,115,smut
ca,116,arrebat
ca,117,fill de puta
ca,118,spac
ca,119,spunk
ca,120,testicle
ca,121,tit
ca,122,tetas
ca,123,titt
ca,124,turd
ca,125,vagina
ca,126,viagra
ca,127,vulva
ca,128,wang
ca,129,wank
ca,130,x classificat
ca,131,xxx
cs,0,potrat
cs,1,anální
cs,2,řiť
cs,3,osel
cs,4,ass-fucker
cs,5,osly
cs,6,kretén
cs,7,kreténi
cs,8,ballbag
cs,9,koule
cs,10,bastard
cs,11,bellend
cs,12,bestiální
cs,13,bestiality
cs,14,fena
cs,15,feny
cs,16,bitching
cs,17,krvavý
cs,18,kouření
cs,19,bollok
cs,20,pitomost
cs,21,prsa
cs,22,buceta
cs,23,zadek
cs,24,kobercovník
cs,25,štěrbina
cs,26,cipa
cs,27,klitoris
cs,28,kohout
cs,29,kohoutek
cs,30,kohouty
cs,31,coon
cs,32,blbost
cs,33,cum
cs,34,cumshot
cs,35,cunillingus
cs,36,cunt
cs,37,sakra
cs,38,dick
cs,39,dildo
cs,40,dildy
cs,41,dink
cs,42,pes-fucker
cs,43,duche
cs,44,hráz
cs,45,ejakulovat
cs,46,ejakulováno
cs,47,ejakuláty
cs,48,ejakulace
cs,49,teplouš
cs,50,rozkrojení
cs,51,otýpka
cs,52,fagoty
cs,53,počínání
cs,54,fela
cs,55,příruba
cs,56,souložit
cs,57,v prdeli
cs,58,fucker
cs,59,fuckers
cs,60,zasraný
cs,61,fuckings
cs,62,fucks
cs,63,fudge packer
cs,64,bůh-zatracený
cs,65,zatraceně
cs,66,peklo
cs,67,nahoru
cs,68,nadržený
cs,69,křik
cs,70,kok
cs,71,pysky
cs,72,chtíč
cs,73,masochista
cs,74,masturbovat
cs,75,matka fucker
cs,76,nacistický
cs,77,negr
cs,78,negři
cs,79,orgasim
cs,80,orgasmus
cs,81,orgasmy
cs,82,klovaný pták
cs,83,penis
cs,84,čurat
cs,85,naštvaný
cs,86,pisser
cs,87,pisses
cs,88,pissing
cs,89,pissoff
cs,90,kadit
cs,91,porno
cs,92,pornografie
cs,93,bodnutí
cs,94,pricks
cs,95,pube
cs,96,pussies
cs,97,kočička
cs,98,znásilnění
cs,99,násilník
cs,100,konečník
cs,101,zpomalit
cs,102,rimming
cs,103,sadista
cs,104,šroubování
cs,105,šourek
cs,106,sperma
cs,107,sex
cs,108,shag
cs,109,shinging
cs,110,shemale
cs,111,hovno
cs,112,shite
cs,113,shits
cs,114,shitting
cs,115,na hovno
cs,116,skank
cs,117,coura
cs,118,sluts
cs,119,smegma
cs,120,smut
cs,121,úryvek
cs,122,synovec
cs,123,mezery
cs,124,odvaha
cs,125,varle
cs,126,tit
cs,127,kozy
cs,128,titt
cs,129,vagina
cs,130,viagra
cs,131,vulva
cs,132,wang
cs,133,wank
cs,134,děvka
cs,135,x hodnocen
cs,136,xxx
cy,0,erthyliad
cy,1,anal
cy,2,anws
cy,3,ass
cy,4,ass-fucker
cy,5,ases
cy,6,asshole
cy,7,assholes
cy,8,bag bêl
cy,9,pêlau
cy,10,bastard
cy,11,bellend
cy,12,orau
cy,13,bys
cy,14,blychau
cy,15,bitching
cy,16,gwaedlyd
cy,17,blowjob
cy,18,bollok
cy,19,boob
cy,20,boobs
cy,21,bronnau
cy,22,bweta
cy,23,bum
cy,24,butt
cy,25,carped muncher
cy,26,chink
cy,27,cipa
cy,28,clitoris
cy,29,ceiliog
cy,30,cogwr-siwgr
cy,31,cocks
cy,32,coon
cy,33,crap
cy,34,cum
cy,35,cumshot
cy,36,cyfrifiadur
cy,37,cunt
cy,38,damn
cy,39,dick
cy,40,dildo
cy,41,dildos
cy,42,dink
cy,43,dog-fucker
cy,44,duche
cy,45,clawdd
cy,46,ejaculate
cy,47,ejaculated
cy,48,ejaculates
cy,49,ejaculating
cy,50,ejaculation
cy,51,ffag
cy,52,ffagio
cy,53,ffagot
cy,54,ffagots
cy,55,fanny
cy,56,yn torri
cy,57,fellatio
cy,58,flange
cy,59,fuck
cy,60,fucked
cy,61,fucker
cy,62,fuckers
cy,63,ffycin
cy,64,fuckings
cy,65,fucks
cy,66,pecyn fudge
cy,67,god-damned
cy,68,goddamn
cy,69,uffern
cy,70,tra
cy,71,horny
cy,72,jerk-off
cy,73,kock
cy,74,labia
cy,75,lust
cy,76,lusting
cy,77,masochist
cy,78,masturbate
cy,79,mam fucker
cy,80,nazi
cy,81,nigger
cy,82,nigwyr
cy,83,orgasim
cy,84,orgasm
cy,85,orgasms
cy,86,pecker
cy,87,pidyn
cy,88,piss
cy,89,pissed
cy,90,pisser
cy,91,pisses
cy,92,pissing
cy,93,pissoff
cy,94,poop
cy,95,porn
cy,96,porno
cy,97,pornograffi
cy,98,prick
cy,99,prics
cy,100,tafarn
cy,101,pussies
cy,102,pussy
cy,103,trais rhywiol
cy,104,rapist
cy,105,rectum
cy,106,adferiad
cy,107,rimming
cy,108,sadist
cy,109,sgriwio
cy,110,sgrotwm
cy,111,semen
cy,112,rhyw
cy,113,ysg
cy,114,ysgwyd
cy,115,shemale
cy,116,cach
cy,117,sedd
cy,118,yn gwisgo
cy,119,wedi'i ffitio
cy,120,yn cwympo
cy,121,shitty
cy,122,skank
cy,123,slut
cy,124,sluts
cy,125,smegma
cy,126,smut
cy,127,snatch
cy,128,mab-y-bitch
cy,129,spac
cy,130,spunk
cy,131,brawf
cy,132,tit
cy,133,tits
cy,134,titt
cy,135,turd
cy,136,fagina
cy,137,viagra
cy,138,vulva
cy,139,wang
cy,140,wank
cy,141,chwistrell
cy,142,x graddio
cy,143,xxx
da,0,abort
da,1,anal
da,2,anus
da,3,røv
da,4,røv-fucker
da,5,æsler
da,6,røvhul
da,7,røvhuller
da,8,ballbag
da,9,bolde
da,10,skiderik
da,11,bellend
da,12,dyrisk
da,13,bestialitet
da,14,tæve
da,15,tæver
da,16,brokker
da,17,blodig
da,18,blowjob
da,19,bollok
da,20,boob
da,21,boobs
da,22,bryster
da,23,buceta
da,24,vagabond
da,25,tæppe muncher
da,26,sprække
da,27,cipa
da,28,klitoris
da,29,hane
da,30,cock-sucker
da,31,haner
da,32,coon
da,33,lort
da,34,cum
da,35,cumshot
da,36,cunillingus
da,37,kusse
da,38,for pokker
da,39,dick
da,40,dildo
da,41,dildoer
da,42,dink
da,43,hund-fucker
da,44,duche
da,45,dige
da,46,ejakulere
da,47,ejakulerede
da,48,ejakulerer
da,49,sædafgang
da,50,ejakulation
da,51,fag
da,52,fagging
da,53,svans
da,54,flis
da,55,fanny
da,56,felching
da,57,fellatio
da,58,flange
da,59,fanden
da,60,fucked
da,61,fucker
da,62,fuckers
da,63,skide
da,64,fuckings
da,65,fucks
da,66,fudge packer
da,67,forbandede
da,68,pokkers
da,69,helvede
da,70,hore
da,71,liderlig
da,72,jerk-off
da,73,kock
da,74,skamlæber
da,75,begær
da,76,lusting
da,77,masochist
da,78,onanere
da,79,mor fucker
da,80,nazi
da,81,nigger
da,82,niggere
da,83,orgasim
da,84,orgasme
da,85,orgasmer
da,86,pecker
da,87,penis
da,88,pis
da,89,pissed
da,90,pisser
da,91,pisses
da,92,pissing
da,93,pisse af
da,94,agterstavn
da,95,porno
da,96,pornografi
da,97,pik
da,98,prikker
da,99,pube
da,100,pussies
da,101,fisse
da,102,voldtage
da,103,voldtægtsforbryder
da,104,endetarm
da,105,retard
da,106,rimming
da,107,sadist
da,108,skrue
da,109,pungen
da,110,sæd
da,111,køn
da,112,rulletobak
da,113,shagging
da,114,shemale
da,115,shite
da,116,shitted
da,117,skider
da,118,lorte
da,119,skank
da,120,tøs
da,121,sluts
da,122,smegma
da,123,sjofelheder
da,124,snuppe
da,125,søn-of-a-bitch
da,126,spac
da,127,spunk
da,128,testikel
da,129,tit
da,130,titt
da,131,vagina
da,132,viagra
da,133,vulva
da,134,wang
da,135,wank
da,136,luder
da,137,x bedømt
da,138,xxx
de,0,abtreibung
de,1,anal
de,2,anus
de,3,arsch
de,4,arschficker
de,5,esel
de,6,arschloch
de,7,arschlöcher
de,8,balltasche
de,9,bälle
de,10,bastard
de,11,bellend
de,12,bestial
de,13,bestialität
de,14,hündin
de,15,hündinnen
de,16,schluchzen
de,17,blutig
de,18,blasen
de,19,bollok
de,20,boob
de,21,brüste
de,22,buceta
de,23,gammler
de,24,hintern
de,25,teppichmuncher
de,26,spalt
de,27,cipa
de,28,klitoris
de,29,schwanz
de,30,schwanzlutscher
de,31,schwänze
de,32,waschbär
de,33,mist
de,34,sperma
de,35,abspritzen
de,36,cunillingus
de,37,fotze
de,38,verdammt
de,39,dildo
de,40,dildos
de,41,dink
de,42,hundeficker
de,43,duche
de,44,deich
de,45,ejakulieren
de,46,ejakuliert
de,47,ejakulation
de,48,kippe
de,49,fagging
de,50,schwuchtel
de,51,schwuchteln
de,52,fanny
de,53,felching
de,54,fellatio
de,55,flansch
de,56,scheiße
de,57,gefickt
de,58,ficker
de,59,ficken
de,60,fickt
de,61,fudge packer
de,62,gott verdammt
de,63,gottverdammt
de,64,hölle
de,65,hore
de,66,geil
de,67,wichsen
de,68,kock
de,69,schamlippen
de,70,lust
de,71,lüstern
de,72,masochist
de,73,masturbieren
de,74,mutter ficker
de,75,nazi
de,76,nigger
de,77,orgasim
de,78,orgasmus
de,79,orgasmen
de,80,pecker
de,81,penis
de,82,piss
de,83,besoffen
de,84,pisser
de,85,pisst
de,86,pissen
de,87,pissoff
de,88,poop
de,89,porno
de,90,pornographie
de,91,stechen
de,92,stiche
de,93,pube
de,94,fotzen
de,95,muschi
de,96,vergewaltigen
de,97,vergewaltiger
de,98,rektum
de,99,verzögern
de,100,rimming
de,101,sadist
de,102,schrauben
de,103,hodensack
de,104,samen
de,105,sex
de,106,shag
de,107,shagging
de,108,transen
de,109,scheisse
de,110,geschissen
de,111,scheißen
de,112,beschissen
de,113,prostituierte
de,114,schlampe
de,115,schlampen
de,116,smegma
de,117,schmutz
de,118,schnappen
de,119,hurensohn
de,120,abstand
de,121,hoden
de,122,tit
de,123,titten
de,124,titt
de,125,turd
de,126,vagina
de,127,viagra
de,128,vulva
de,129,wang
de,130,hure
de,131,x bewertet
de,132,xxx
el,0,άμβλωση
el,1,πρωκτικός
el,2,πρωκτός
el,3,γάιδαρος
el,4,συνάδελφο
el,5,γάιδες
el,6,κώλος
el,7,μαλάκες
el,8,σφαιρίδιο
el,9,αρχίδια
el,10,μπάσταρδος
el,11,bellend
el,12,κτηνώδης
el,13,κτηνωδία
el,14,σκύλα
el,15,κουτάβια
el,16,κόπωση
el,17,αιματηρός
el,18,μουνί
el,19,bollok
el,20,boob
el,21,βυζιά
el,22,στήθη
el,23,buceta
el,24,αλήτης
el,25,βαρέλι
el,26,χαλί
el,27,κινέζος
el,28,cipa
el,29,κλειτορίς
el,30,κόκορας
el,31,κόκορα-κορόιδο
el,32,στρόφιγγες
el,33,coon
el,34,σκατά
el,35,cum
el,36,cumshot
el,37,cunillingus
el,38,δεκάρα
el,39,ψωλή
el,40,dildo
el,41,δονητές
el,42,dink
el,43,σκύλος-fucker
el,44,duche
el,45,ανάχωμα
el,46,αναφωνώ
el,47,εκσπερμάτωση
el,48,εκσπερμάτισης
el,49,πούστης
el,50,παγίδευση
el,51,σπαθιά
el,52,fanny
el,53,ευτυχώς
el,54,πεολειξία
el,55,φλάντζα
el,56,γαμώ
el,57,πατήσαμε
el,58,fucker
el,59,μουντζούρες
el,60,γαμημένος
el,61,fuckings
el,62,fucks
el,63,fudge συσκευαστής
el,64,ο θεός-καταδικασμένος
el,65,ναι
el,66,κόλαση
el,67,επάνω
el,68,καυλιάρης
el,69,τρεξίματος
el,70,κοκ
el,71,τα χείλη
el,72,λαγνεία
el,73,μαζοχιστής
el,74,αυνανίζομαι
el,75,μητέρα fucker
el,76,ναζί
el,77,αράπης
el,78,νύχια
el,79,orgasim
el,80,οργασμός
el,81,οργασμούς
el,82,πέος
el,83,ουρώ
el,84,νευρικός
el,85,pisser
el,86,pisses
el,87,σκυλάκι
el,88,νευριάζω κάποιον
el,89,πρύμνη
el,90,πορνογραφία
el,91,πούτσος
el,92,τσιμπήματα
el,93,pube
el,94,pussies
el,95,βιασμός
el,96,βιαστής
el,97,επιβραδύνω
el,98,rimming
el,99,σαδιστής
el,100,βιδώνοντας
el,101,όσχεο ανατομία
el,102,σπέρμα
el,103,φύλο
el,104,τραχύνω
el,105,κουνώντας
el,106,shemale
el,107,shite
el,108,shits
el,109,σιωπής
el,110,shitty
el,111,skank
el,112,πόρνη
el,113,τα κορίτσια
el,114,smegma
el,115,καπνιά
el,116,αρπάζω
el,117,ο γιος της σκύλας
el,118,διαστήματα
el,119,τόλμη
el,120,όρχις
el,121,χτύπημα
el,122,titt
el,123,σβουνιά
el,124,κόλπος
el,125,viagra
el,126,αιδοίο θήλεος
el,127,wang
el,128,wank
el,129,x ονομαστική
el,130,xxx
en,0,abortion
en,1,anal
en,2,anus
en,3,arse
en,4,ass
en,5,ass-fucker
en,6,asses
en,7,asshole
en,8,assholes
en,9,ballbag
en,10,balls
en,11,bastard
en,12,bellend
en,13,bestial
en,14,bestiality
en,15,bitch
en,16,bitches
en,17,bitching
en,18,bloody
en,19,blowjob
en,20,bollok
en,21,boob
en,22,boobs
en,23,breasts
en,24,buceta
en,25,bum
en,26,butt
en,27,carpet muncher
en,28,chink
en,29,cipa
en,30,clitoris
en,31,cock
en,32,cock-sucker
en,33,cocks
en,34,coon
en,35,crap
en,36,cum
en,37,cumshot
en,38,cunillingus
en,39,cunt
en,40,damn
en,41,dick
en,42,dildo
en,43,dildos
en,44,dink
en,45,dog-fucker
en,46,duche
en,47,dyke
en,48,ejaculate
en,49,ejaculated
en,50,ejaculates
en,51,ejaculating
en,52,ejaculation
en,53,fag
en,54,fagging
en,55,faggot
en,56,fagot
en,57,fagots
en,58,fanny
en,59,felching
en,60,fellatio
en,61,flange
en,62,fuck
en,63,fucked
en,64,fucker
en,65,fuckers
en,66,fucking
en,67,fuckings
en,68,fucks
en,69,fudge packer
en,70,god-damned
en,71,goddamn
en,72,hell
en,73,hore
en,74,horny
en,75,jerk-off
en,76,kock
en,77,labia
en,78,lust
en,79,lusting
en,80,masochist
en,81,masturbate
en,82,mother fucker
en,83,nazi
en,84,nigger
en,85,niggers
en,86,orgasim
en,87,orgasm
en,88,orgasms
en,89,pecker
en,90,penis
en,91,piss
en,92,pissed
en,93,pisser
en,94,pisses
en,95,pissing
en,96,pissoff
en,97,poop
en,98,porn
en,99,porno
en,100,pornography
en,101,prick
en,102,pricks
en,103,pube
en,104,pussies
en,105,pussy
en,106,rape
en,107,rapist
en,108,rectum
en,109,retard
en,110,rimming
en,111,sadist
en,112,screwing
en,113,scrotum
en,114,semen
en,115,sex
en,116,shag
en,117,shagging
en,118,shemale
en,119,shit
en,120,shite
en,121,shits
en,122,shitted
en,123,shitting
en,124,shitty
en,125,skank
en,126,slut
en,127,sluts
en,128,smegma
en,129,smut
en,130,snatch
en,131,son-of-a-bitch
en,132,spac
en,133,spunk
en,134,testicle
en,135,tit
en,136,tits
en,137,titt
en,138,turd
en,139,vagina
en,140,viagra
en,141,vulva
en,142,wang
en,143,wank
en,144,whore
en,145,x rated
en,146,xxx
es,0,aborto
es,1,anal
es,2,ano
es,3,culo
es,4,follador de culo
es,5,culos
es,6,estúpido
es,7,bolsa de pelota
es,8,bolas
es,9,bastardo
es,10,campana
es,11,bestial
es,12,bestialidad
es,13,perra
es,14,perras
es,15,quejas
es,16,sangriento
es,17,mamada
es,18,bollok
es,19,teta
es,20,tetas
es,21,los pechos
es,22,buceta
es,23,extremo
es,24,muncher alfombra
es,25,grieta
es,26,cipa
es,27,clítoris
es,28,polla
es,29,chupar la polla
es,30,gallos
es,31,mapache
es,32,mierda
es,33,semen
es,34,corrida
es,35,cunillingus
es,36,coño
es,37,maldita sea
es,38,consolador
es,39,consoladores
es,40,tonto
es,41,perro follador
es,42,duche
es,43,dique
es,44,eyacular
es,45,eyaculado
es,46,eyacula
es,47,eyaculación
es,48,maricón
es,49,fagging
es,50,maricones
es,51,felching
es,52,felación
es,53,brida
es,54,follada
es,55,cabron
es,56,folladores
es,57,maldito
es,58,carajo
es,59,folla
es,60,fudge packer
es,61,maldito sea
es,62,infierno
es,63,hore
es,64,córneo
es,65,tirón
es,66,kock
es,67,labios vaginales
es,68,lujuria
es,69,masoquista
es,70,masturbarse
es,71,madre folladora
es,72,nazi
es,73,negro
es,74,niggers
es,75,orgasimo
es,76,orgasmo
es,77,orgasmos
es,78,pájaro carpintero
es,79,pene
es,80,mear
es,81,molesto
es,82,pisser
es,83,orinando
es,84,enojado
es,85,pornografía
es,86,porno
es,87,pinchazo
es,88,pinchazos
es,89,pube
es,90,coños
es,91,violación
es,92,violador
es,93,recto
es,94,retardar
es,95,rimming
es,96,sádico
es,97,atornillar
es,98,escroto
es,99,sexo
es,100,pelusa
es,101,follar
es,102,transexual
es,103,cagadas
es,104,cagado
es,105,cagando
es,106,de mierda
es,107,skank
es,108,puta
es,109,putas
es,110,smegma
es,111,tizón
es,112,arrebatar
es,113,hijo de puta
es,114,espacio
es,115,agallas
es,116,testículo
es,117,zurullo
es,118,vagina
es,119,viagra
es,120,vulva
es,121,wang
es,122,hacerse una paja
es,123,x clasificado
es,124,xxx
et,0,abort
et,1,anal
et,2,päraku
et,3,perse
et,4,ass-fucker
et,5,eeslid
et,6,sitapea
et,7,sitapead
et,8,ballett
et,9,pallid
et,10,värdjas
et,11,bellend
et,12,pärilik
et,13,loovus
et,14,lits
et,15,emased
et,16,löömine
et,17,verine
et,18,suhu
et,19,bollok
et,20,boob
et,21,rind
et,22,rinnad
et,23,buketa
et,24,põrm
et,25,tagumik
et,26,vaip muncher
et,27,chink
et,28,cipa
et,29,kliitori
et,30,kukk
et,31,kukk-imetaja
et,32,klapid
et,33,coon
et,34,jama
et,35,cum
et,36,cumshot
et,37,cunillingus
et,38,vitt
et,39,kuradi
et,40,munn
et,41,dildo
et,42,dildod
et,43,äkki
et,44,koerad
et,45,duche
et,46,kraav
et,47,ejakulatsioon
et,48,ejakulatsioonid
et,49,fag
et,50,fagging
et,51,hirve
et,52,fagotid
et,53,fanny
et,54,sund
et,55,äärik
et,56,kurat
et,57,perses
et,58,fucks
et,59,särav pakendaja
et,60,jumalakartlik
et,61,põrgu
et,62,hore
et,63,horny
et,64,tõmbama
et,65,kock
et,66,labia
et,67,himu
et,68,lusting
et,69,masohhist
et,70,masturboida
et,71,ema kurat
et,72,natsid
et,73,nigger
et,74,niggers
et,75,orgasmi
et,76,orgasm
et,77,pecker
et,78,peenis
et,79,kusi
et,80,pissed
et,81,pisser
et,82,pisses
et,83,pissimine
et,84,pissoff
et,85,poop
et,86,porn
et,87,porno
et,88,pornograafia
et,89,torkima
et,90,pritsid
et,91,pube
et,92,pussies
et,93,tuss
et,94,vägistamine
et,95,vägistaja
et,96,pärasoole
et,97,hälvik
et,98,rimming
et,99,sadist
et,100,kruvimine
et,101,munandit
et,102,sperma
et,103,sugu
et,104,shag
et,105,shagging
et,106,shemale
et,107,sitt
et,108,shite
et,109,shits
et,110,varjatud
et,111,shitting
et,112,skank
et,113,sluts
et,114,smegma
et,115,lööma
et,116,kahmama
et,117,emane poeg
et,118,spac
et,119,särtsu
et,120,munand
et,121,tihane
et,122,tissid
et,123,titt
et,124,turd
et,125,tupe
et,126,viagra
et,127,vulva
et,128,wang
et,129,wank
et,130,hoor
et,131,x hinnatud
et,132,xxx
eu,0,abortua
eu,1,anal
eu,2,anus
eu,3,ipurdian
eu,4,ipurdian-fucker
eu,5,astoen
eu,6,gilipollas
eu,7,assholes
eu,8,ballbag
eu,9,bolak
eu,10,kabroia
eu,11,bellend
eu,12,bestial
eu,13,bestiality
eu,14,puta
eu,15,urbanístico
eu,16,bitching
eu,17,odoltsua
eu,18,blowjob
eu,19,bollok
eu,20,boob
eu,21,boobs
eu,22,bular
eu,23,buceta
eu,24,bum
eu,25,ipurdia
eu,26,alfonbra muncher
eu,27,chink
eu,28,cipa
eu,29,clitoris
eu,30,oilarra
eu,31,oilarra-salmenta
eu,32,cocks
eu,33,coon
eu,34,crap
eu,35,cum
eu,36,cumshot
eu,37,cunillingus
eu,38,cunt
eu,39,madarikatua
eu,40,dick
eu,41,errea
eu,42,dildos
eu,43,dink
eu,44,txakur-fucker
eu,45,duche
eu,46,dike
eu,47,ejaculate
eu,48,ejaculated
eu,49,ejaculates
eu,50,ejaculating
eu,51,prononcés
eu,52,fag
eu,53,fagging
eu,54,fagot
eu,55,fagots
eu,56,fanny
eu,57,felching
eu,58,fellatio
eu,59,hegaletan
eu,60,arraio
eu,61,fucked
eu,62,fucker
eu,63,fuckers
eu,64,madarikatu
eu,65,fuckings
eu,66,fucks
eu,67,fudge packer
eu,68,jainko-damned
